Family	!	Scientific Name	Author	Reference	Date
"Malpighiaceae"	""	"Bunchosia montana"	"A. Juss."	"Arch. Mus. Hist. Nat. 3: 340–341"	"1843"
"Malpighiaceae"	"!"	"Bunchosia nitida"	"(Jacq.) DC."	"Prodr. 1: 582"	"1824"
"Malpighiaceae"	""	"Bunchosia swartziana"	"Griseb."	"Fl. Brit. W. I. 115–116"	"1864 [1859]"
"Campanulaceae"	"!"	"Burmeistera virescens"	"(Benth.) Benth. & Hook. f. ex Hemsl."	"Biol. Cent.-Amer., Bot. 2: 263"	"1881"
"Burseraceae"	"!!"	"Bursera"	"Jacq. ex L."	"Sp. Pl. (ed. 2) 1: 471"	"1762"
"Burseraceae"	""	"Bursera bipinnata"	"(DC.) Engl."	"Bot. Jahrb. Syst. 1: 44"	"1881"
"Burseraceae"	""	"Bursera diversifolia"	"Rose"	"Contr. U.S. Natl. Herb. 5(3): 113"	"1897"
"Burseraceae"	""	"Bursera excelsa"	"(Kunth) Engl."	"Monogr. Phan. 4: 57"	"1883"
"Burseraceae"	""	"Bursera grandifolia"	"(Schltdl.) Engl."	"Bot. Jahrb. Syst. 1: 44"	"1880"
"Burseraceae"	""	"Bursera graveolens"	"(Kunth) Triana & Planch."	"Ann. Sci. Nat., Bot., sér. 5, 14: 303"	"1872"
"Burseraceae"	""	"Bursera heteresthes"	"Bullock"	"Bull. Misc. Inform. Kew 1937(9): 454–456"	"1937"
"Burseraceae"	""	"Bursera itzae"	"Lundell"	"Wrightia 4(2): 89"	"1968"
"Burseraceae"	""	"Bursera palmeri"	"S. Watson"	"Proc. Amer. Acad. Arts 22(2): 402–403"	"1887"
"Burseraceae"	""	"Bursera permollis"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(4): 166"	"1944"
"Burseraceae"	""	"Bursera schlechtendalii"	"Engl."	"Monogr. Phan. 4: 41"	"1883"
"Burseraceae"	""	"Bursera simaruba"	"(L.) Sarg."	"Gard. & Forest 3(118): 260"	"1890"
"Burseraceae"	""	"Bursera tomentosa"	"(Jacq.) Triana & Planch."	"Ann. Sci. Nat., Bot., sér. 5, 14: 304"	"1872"
"Buxaceae"	""	"Buxus"	"L."	"Sp. Pl. 2: 983"	"1753"
"Buxaceae"	""	"Buxus bartlettii"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 11(4): 134–135"	"1932"
"Malpighiaceae"	""	"Byrsonima bucidifolia"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 8(1): 16"	"1930"
"Malpighiaceae"	"!"	"Byrsonima crassifolia"	"(L.) Kunth"	"Nov. Gen. Sp. (quarto ed.) 5: 149"	"1821 [1822]"
"Malvaceae"	"!"	"Byttneria aculeata"	"(Jacq.) Jacq."	"Select. Stirp. Amer. Hist. 76–77"	"1763"
"Malvaceae"	"!"	"Byttneria catalpifolia"	"Jacq."	"Pl. Hort. Schoenbr. 1: 21–22, t. 46"	"1797"
"Cabombaceae"	""	"Cabomba"	"Aubl."	"Hist. Pl. Guiane 1: 321, pl. 124"	"1775"
"Cabombaceae"	""	"Cabomba palaeformis"	"Fassett"	"Castanea 18(4): 127–128, map 6"	"1953"
"Fabaceae"	"!"	"Caesalpinia"	"L."	"Sp. Pl. 1: 380"	"1753"
"Fabaceae"	"!"	"Caesalpinia pulcherrima"	"(L.) Sw."	"Observ. Bot. 166"	"1791"
"Fabaceae"	""	"Caesalpinia velutina"	"(Britton & Rose) Standl."	"Trop. Woods 34: 40"	"1933"
"Fabaceae"	"!"	"Caesalpinia vesicaria"	"L."	"Sp. Pl. 1: 381"	"1753"
"Araceae"	"!!"	"Caladium"	"Vent."	"Mag. Encycl. 4: 463"	"1800 [1801]"
"Araceae"	""	"Caladium bicolor"	"(Aiton) Vent."	"Mag. Encycl. 4(16): 464–471"	"1800"
"Poaceae"	""	"Calamagrostis"	"Adans."	"Fam. Pl. 2: 31, 530"	"1763"
"Poaceae"	""	"Calamagrostis guatemalensis"	"Hitchc."	"Proc. Biol. Soc. Washington 40: 82"	"1927"
"Poaceae"	""	"Calamagrostis pinetorum"	"Swallen"	"Contr. U.S. Natl. Herb. 29(9): 406"	"1950"
"Poaceae"	""	"Calamagrostis tolucensis"	"(Kunth) Trin. ex Steud."	"Nomencl. Bot. (ed. 2) 1: 251"	"1840"
"Poaceae"	""	"Calamagrostis vulcanica"	"Swallen"	"Phytologia 4(7): 424"	"1953"
"Montiaceae"	"!!"	"Calandrinia"	"Kunth"	"Nov. Gen. Sp. (folio ed.) 6: 62"	"1823"
"Montiaceae"	""	"Calandrinia acaulis"	"Kunth"	"Nov. Gen. Sp. (folio ed.) 6: 63"	"1823"
"Montiaceae"	""	"Calandrinia ciliata"	"(Ruiz & Pav.) DC."	"Prodr. 3: 359"	"1828"
"Orchidaceae"	"!!"	"Calanthe"	"R. Br."	"Bot. Reg. 7: , sub pl. 573"	"1821"
"Orchidaceae"	""	"Calanthe calanthoides"	"(A. Rich. & Galeotti) Hamer & Garay"	"Orquíd. El Salvador 1: 90–91, f."	"1974"
"Orchidaceae"	""	"Calanthe mexicana"	"Rchb. f."	"Linnaea 18: 406"	"1844 [1845]"
"Marantaceae"	""	"Calathea crotalifera"	"S. Watson"	"Proc. Amer. Acad. Arts 24: 86"	"1889"
"Marantaceae"	"!"	"Calathea lutea"	"(Aubl.) Schult."	"Mant. 1: 8"	"1822"
"Marantaceae"	""	"Calathea oscariana"	"H. Kenn."	"J. Bot. Res. Inst. Texas 6(2): 381–384, f. 2"	"2012"
"Metteniusaceae"	""	"Calatola costaricensis"	"Standl."	"J. Wash. Acad. Sci. 16(15): 416–418"	"1926"
"Metteniusaceae"	""	"Calatola laevigata"	"Standl."	"Contr. U.S. Natl. Herb. 23(3): 689"	"1923"
"Metteniusaceae"	""	"Calatola uxpanapensis"	"P. Vera & T. Wendt"	"Acta Bot. Mex. 54: 40–48, f. 1"	"2001"
"Calceolariaceae"	""	"Calceolaria chelidonioides"	"Kunth"	"Nov. Gen. Sp. (quarto ed.) 2: 378–379"	"1817 [1818]"
"Calceolariaceae"	""	"Calceolaria mexicana"	"Benth."	"Pl. Hartw. 47–48"	"1840"
"Calceolariaceae"	""	"Calceolaria trilobata"	"Hemsl."	"Biol. Cent.-Amer., Bot. 2(12): 439–440"	"1882"
"Calceolariaceae"	""	"Calceolaria tripartita"	"Ruiz & Pav."	"Fl. Peruv. 1: 14, t. 22, f. a"	"1798"
"Asteraceae"	"!"	"Calea"	"L."	"Sp. Pl. (ed. 2) 2: 1179"	"1763"
"Asteraceae"	""	"Calea crassifolia"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(5): 256–257"	"1947"
"Asteraceae"	""	"Calea integrifolia"	"(DC.) Hemsl."	"Biol. Cent.-Amer., Bot. 2(9): 205"	"1881"
"Asteraceae"	""	"Calea integrifolia var. dentata"	"J.M. Coult."	"Bot. Gaz. 20(2): 51"	"1895"
"Asteraceae"	""	"Calea jamaicensis"	"(L.) L."	"Sp. Pl. (ed. 2) 2: 1179"	"1763"
"Asteraceae"	""	"Calea longipedicellata"	"B.L. Rob. & Greenm."	"Proc. Amer. Acad. Arts 32(1): 28–29"	"1897 [1896]"
"Asteraceae"	""	"Calea savannarum"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(5): 257"	"1947"
"Asteraceae"	""	"Calea scabra"	"(Lag.) B.L. Rob."	"Proc. Amer. Acad. Arts 44(21): 625"	"1909"
"Asteraceae"	""	"Calea scabra var. peduncularis"	"(Kunth) B.L. Rob."	"Proc. Amer. Acad. Arts 44(21): 625"	"1909"
"Asteraceae"	"!"	"Calea ternifolia"	"Kunth"	"Nov. Gen. Sp. (folio ed.) 4: 231"	"1820 [1818]"
"Asteraceae"	""	"Calea trichotoma"	"Donn. Sm."	"Bot. Gaz. 13(11): 299–300"	"1888"
"Asteraceae"	""	"Calea urticifolia"	"(Mill.) DC."	"Prodr. 5: 674"	"1836"
"Apocynaceae"	""	"Callaeolepium warscewiczii"	"H. Karst."	"Fl. Columb. 2: 123, t. 165"	"1866"
"Malpighiaceae"	""	"Callaeum malpighioides"	"(Turcz.) D.M. Johnson"	"Syst. Bot. 11(2): 344–345"	"1986"
"Malpighiaceae"	""	"Callaeum nicaraguense"	"(Griseb.) Small"	"N. Amer. Fl. 25(2): 128"	"1910"
"Fabaceae"	"!!"	"Calliandra"	"Benth."	"J. Bot. (Hooker) 2(11): 138–141"	"1840"
"Fabaceae"	"!"	"Calliandra belizensis"	"(Britton & Rose) Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 4(8): 309"	"1929"
"Fabaceae"	"!"	"Calliandra caeciliae"	"Harms"	"Repert. Spec. Nov. Regni Veg. 17(4–7): 89"	"1921"
"Fabaceae"	"!"	"Calliandra calothyrsus"	"Meisn."	"Linnaea 21: 251–252"	"1848"
"Fabaceae"	"!"	"Calliandra grandiflora"	"(L'Hér.) Benth."	"J. Bot. (Hooker) 2(11): 139"	"1840"
"Fabaceae"	"!"	"Calliandra haematocephala"	"Hassk."	"Retzia 1: 216–219"	"1855"
"Fabaceae"	"!"	"Calliandra houstoniana"	"(Mill.) Standl."	"Contr. U.S. Natl. Herb. 23(2): 386"	"1922"
"Fabaceae"	"!"	"Calliandra magdalenae"	"(Bertero ex DC.) Benth."	"London J. Bot. 5: 102"	"1846"
"Fabaceae"	"!"	"Calliandra rhodocephala"	"Donn. Sm."	"Bot. Gaz. 49(6): 454"	"1910"
"Fabaceae"	""	"Calliandra riparia"	"Pittier"	"Arb. Arbust. Venez. 6–8: 80"	"1927"
"Fabaceae"	"!"	"Calliandra tergemina"	"(L.) Benth."	"London J. Bot. 3: 96"	"1844"
"Malvaceae"	""	"Callianthe pachecoana"	"(Standl. & Steyerm.) Donnell"	"Syst. Bot. 37(3): 719–720"	"2012"
"Malvaceae"	""	"Callianthe tridens"	"(Standl. & Steyerm.) Donnell"	"Syst. Bot. 37(3): 720"	"2012"
"Lamiaceae"	""	"Callicarpa"	"L."	"Sp. Pl. 1: 111"	"1753"
"Lamiaceae"	"!"	"Callicarpa acuminata"	"Kunth"	"Nov. Gen. Sp. (quarto ed.) 2: 252"	"1817 [1818]"
"Bignoniaceae"	""	"Callichlamys latifolia"	"(Rich.) K. Schum."	"Nat. Pflanzenfam. 4(3b): 223"	"1894"
"Commelinaceae"	""	"Callisia cordifolia"	"(Sw.) E.S. Anderson & Woodson"	"Contr. Arnold Arbor. 9: 117"	"1935"
"Commelinaceae"	""	"Callisia filiformis"	"(M. Martens & Galeotti) D.R. Hunt"	"Kew Bull. 41(2): 410"	"1986"
"Commelinaceae"	""	"Callisia gentlei"	"Matuda"	"Bol. Soc. Bot. México 17: 4, f."	"1954"
"Commelinaceae"	""	"Callisia monandra"	"(Sw.) Schult. & Schult. f."	"Syst. Veg. (ed. 15 bis) 7(2): 1179"	"1830"
"Commelinaceae"	""	"Callisia multiflora"	"(M. Martens & Galeotti) Standl."	"J. Wash. Acad. Sci. 15(20): 457"	"1925"
"Commelinaceae"	""	"Callisia repens"	"(Jacq.) L."	"Sp. Pl. (ed. 2) 1: 62"	"1762"
"Commelinaceae"	""	"Callisia soconuscensis"	"Matuda"	"Bol. Soc. Bot. México 17: 2, f."	"1954"
"Commelinaceae"	""	"Callisia warszewicziana"	"(Kunth & C.D. Bouché) D.R. Hunt"	"Kew Bull. 38: 132"	"1983"
"Orchidaceae"	""	"Callistanthos"	"Szlach."	"Classif. Spiranthinae, Stenorrhynchidinae Cyclopogoninae 165"	"2008"
"Plantaginaceae"	""	"Callitriche heterophylla"	"Pursh"	"Fl. Amer. Sept. 1: 3"	"1814 [1813]"
"Plantaginaceae"	""	"Callitriche palustris"	"L."	"Sp. Pl. 2: 969"	"1753"
"Liliaceae"	""	"Calochortus barbatus"	"(Kunth) J.H. Painter"	"Contr. U.S. Natl. Herb. 13(10): 348"	"1911"
"Liliaceae"	""	"Calochortus fuscus"	"Schult. f."	"Bijdr. Natuurk. Wetensch. 4: 131"	"1829"
"Liliaceae"	""	"Calochortus ghiesbreghtii"	"S. Watson"	"Proc. Amer. Acad. Arts 14: 268"	"1879"
"Calophyllaceae"	""	"Calophyllum"	"L."	"Sp. Pl. 1: 513"	"1753"
"Calophyllaceae"	"!"	"Calophyllum brasiliense"	"Cambess."	"Fl. Bras. Merid. (quarto ed.) 1(8): 320–321, pl. 67"	"1825 [1828]"
"Fabaceae"	"!"	"Calopogonium caeruleum"	"(Benth.) C. Wright"	"Anales Acad. Ci. Méd. Fís. Nat. Habana 5: 337"	"1868 [1869]"
"Fabaceae"	"**"	"Calopogonium caeruleum"	"(Benth.) Hemsl."	"Biol. Cent.-Amer., Bot. 1(4): 301"	"1880"
"Fabaceae"	"!"	"Calopogonium galactioides"	"(Kunth) Benth. ex Hemsl."	"Biol. Cent.-Amer., Bot. 1(4): 301"	"1880"
"Fabaceae"	"!"	"Calopogonium lanceolatum"	"Brandegee"	"Univ. Calif. Publ. Bot. 6(8): 182"	"1915"
"Fabaceae"	"!"	"Calopogonium mucunoides"	"Desv."	"Ann. Sci. Nat. (Paris) 9: 423"	"1826"
"Rubiaceae"	""	"Calycophyllum"	"DC."	"Prodr. 4: 367"	"1830"
"Rubiaceae"	""	"Calycophyllum candidissimum"	"(Vahl) DC."	"Prodr. 4: 367"	"1830"
"Asteraceae"	"!"	"Calyptocarpus"	"Less."	"Syn. Gen. Compos. 221"	"1832"
"Asteraceae"	""	"Calyptocarpus wendlandii"	"Sch. Bip."	"Bot. Zeitung (Berlin) 24(21): 165"	"1866"
"Myrtaceae"	""	"Calyptranthes"	"Sw."	"Prodr. 5, 79–80"	"1788"
"Myrtaceae"	""	"Calyptranthes aguilarii"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(3): 128"	"1944"
"Myrtaceae"	""	"Calyptranthes calderonii"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 4(8): 318"	"1929"
"Myrtaceae"	""	"Calyptranthes chiapensis"	"Lundell"	"Contr. Univ. Michigan Herb. 7: 28–29"	"1942"
"Myrtaceae"	"!"	"Calyptranthes chytraculia"	"(L.) Sw."	"Prodr. 79"	"1788"
"Myrtaceae"	""	"Calyptranthes contrerasii"	"Lundell"	"Wrightia 2(4): 205"	"1961"
"Myrtaceae"	"!"	"Calyptranthes hondurensis"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 4(8): 318"	"1929"
"Myrtaceae"	""	"Calyptranthes izabalana"	"Lundell"	"Wrightia 4(4): 142"	"1970"
"Myrtaceae"	""	"Calyptranthes karlingii"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 8(1): 29"	"1930"
"Myrtaceae"	""	"Calyptranthes lindeniana"	"O. Berg"	"Linnaea 29(2): 213–214"	"1858"
"Myrtaceae"	""	"Calyptranthes macrantha"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(3): 127"	"1944"
"Myrtaceae"	""	"Calyptranthes mammosa"	"Lundell"	"Wrightia 5(2): 42–43"	"1974"
"Myrtaceae"	""	"Calyptranthes mayana"	"Lundell"	"Wrightia 5(5): 149"	"1975"
"Myrtaceae"	""	"Calyptranthes megistophylla"	"Standl."	"Publ. Carnegie Inst. Wash. 461(4): 75"	"1935"
"Myrtaceae"	""	"Calyptranthes millspaughii"	"Urb."	"Symb. Antill. 7(2): 294–295"	"1911 [1912]"
"Myrtaceae"	"!"	"Calyptranthes pallens"	"Griseb."	"Abh. Königl. Ges. Wiss. Göttingen 7: 215–216"	"1857"
"Myrtaceae"	""	"Calyptranthes paxillata"	"McVaugh"	"Fieldiana, Bot. 29(8): 410"	"1963"
"Myrtaceae"	""	"Calyptranthes pendula"	"O. Berg"	"Linnaea 27(1): 21–22"	"1854 [1855]"
"Myrtaceae"	""	"Calyptranthes petenensis"	"Lundell"	"Phytologia 16(5): 443"	"1968"
"Myrtaceae"	""	"Calyptranthes salamensis"	"Lundell"	"Wrightia 5(4): 81–82"	"1975"
"Myrtaceae"	""	"Calyptranthes tonii"	"Lundell"	"Wrightia 4(1): 40"	"1968"
"Cyperaceae"	"!"	"Calyptrocarya glomerulata"	"(Brongn.) Urb."	"Symb. Antill. 2(2): 169"	"1900"
"Arecaceae"	""	"Calyptrogyne donnellsmithii"	"(Dammer) Burret"	"Bot. Jahrb. Syst. 63(2): 133"	"1930"
"Arecaceae"	""	"Calyptrogyne ghiesbreghtiana"	"(Linden & H. Wendl.) H. Wendl."	"Bot. Zeitung (Berlin) 17(8): 72"	"1859"
"Myrtaceae"	""	"Calyptropsidium friedrichsthalianum"	"O. Berg"	"Linnaea 27(2–3): 350"	"1854 [1856]"
"Orchidaceae"	""	"Camaridium"	"Lindl."	"Bot. Reg. 10: sub t. 844"	"1824"
"Orchidaceae"	""	"Camaridium tuerckheimii"	"Schltr."	"Repert. Spec. Nov. Regni Veg. 10(251–253): 296"	"1912"
"Apocynaceae"	"!"	"Cameraria"	"L."	"Sp. Pl. 1: 210"	"1753"
"Apocynaceae"	""	"Cameraria latifolia"	"L."	"Sp. Pl. 1: 210"	"1753"
"Campanulaceae"	"!"	"Campanula"	"L."	"Sp. Pl. 1: 163–169"	"1753"
"Asteraceae"	""	"Campuloclinium"	"DC."	"Prodr. 5: 136"	"1836"
"Asteraceae"	""	"Campuloclinium macrocephalum"	"(Less.) DC."	"Prodr. 5: 137"	"1836"
"Orchidaceae"	""	"Campylocentrum"	"Benth."	"J. Linn. Soc., Bot. 18: 337"	"1881"
"Orchidaceae"	""	"Campylocentrum brenesii"	"Schltr."	"Repert. Spec. Nov. Regni Veg. Beih. 19: 268–269"	"1923"
"Orchidaceae"	""	"Campylocentrum fasciola"	"(Lindl.) Cogn."	"Fl. Bras. 3(6): 520, t. CVI, f. I"	"1906"
"Orchidaceae"	"!"	"Campylocentrum hondurense"	"Ames"	"Sched. Orch. 5: 37–39, f. 6"	"1923"
"Orchidaceae"	""	"Campylocentrum lutheri"	"Archila & Chiron"	"Richardiana 15: 272–274, f. 1a–f, 2"	"2015"
"Orchidaceae"	"!"	"Campylocentrum micranthum"	"(Lindl.) Maury"	"J. Bot. (Morot) 3(16): 273"	"1889"
"Orchidaceae"	""	"Campylocentrum microphyllum"	"Ames & Correll"	"Bot. Mus. Leafl. 10(4): 88–90, t. 11"	"1942"
"Orchidaceae"	"!"	"Campylocentrum pachyrrhizum"	"(Rchb. f.) Rolfe"	"Orchid Rev. 11(128): 246"	"1903"
"Orchidaceae"	""	"Campylocentrum poeppigii"	"(Rchb. f.) Rolfe"	"Orchid Rev. 11(128): 246"	"1903"
"Orchidaceae"	""	"Campylocentrum schiedei"	"(Rchb. f.) Benth. ex Hemsl."	"Biol. Cent.-Amer., Bot. 3(17): 292"	"1884"
"Orchidaceae"	""	"Campylocentrum stenanthum"	"Schltr."	"Repert. Spec. Nov. Regni Veg. 10(263–265): 486"	"1912"
"Orchidaceae"	""	"Campylocentrum tuerckheimii"	"Schltr."	"Repert. Spec. Nov. Regni Veg. 10(254/256): 363"	"1912"
"Orchidaceae"	"!"	"Campylocentrum tyrridion"	"Garay & Dunst. ex Foldats"	"Fl. Venezuela 15(5): 441"	"1970"
"Polypodiaceae"	"!"	"Campyloneurum"	"C. Presl"	"Tent. Pterid. 189"	"1836"
"Polypodiaceae"	""	"Campyloneurum amphostenon"	"(Kunze ex Klotzsch) Fée"	"Mém. Foug. 5: 258"	"1852"
"Polypodiaceae"	""	"Campyloneurum angustifolium"	"(Sw.) Fée"	"Mém. Foug. 5: 257"	"1852"
"Polypodiaceae"	""	"Campyloneurum brevifolium"	"(Lodd. ex Link) Link"	"Fil. Spec. 124"	"1841"
"Polypodiaceae"	""	"Campyloneurum costatum"	"(Kunze) C. Presl"	"Tent. Pterid. 190"	"1836"
"Polypodiaceae"	""	"Campyloneurum densifolium"	"(Hieron.) Lellinger"	"Amer. Fern J. 78(1): 19"	"1988"
"Polypodiaceae"	""	"Campyloneurum phyllitidis"	"(L.) C. Presl"	"Tent. Pterid. 190"	"1836"
"Polypodiaceae"	""	"Campyloneurum repens"	"(Aubl.) C. Presl"	"Tent. Pterid. 190"	"1836"
"Polypodiaceae"	""	"Campyloneurum tenuipes"	"Maxon"	"Contr. U.S. Natl. Herb. 13(1): 7"	"1909"
"Polypodiaceae"	""	"Campyloneurum xalapense"	"Fée"	"Mém. Foug. 5: 258"	"1852"
"Fabaceae"	"!!"	"Canavalia"	"Adans."	"Fam. Pl. 2: 325, 531"	"1763"
"Fabaceae"	"!"	"Canavalia bicarinata"	"Standl."	"Contr. U.S. Natl. Herb. 18(3): 106–107"	"1916"
"Fabaceae"	"!"	"Canavalia brasiliensis"	"Mart. ex Benth."	"Comm. Legum. Gen. 71"	"1837"
"Fabaceae"	"!"	"Canavalia dura"	"J.D. Sauer"	"Brittonia 16(2): 129–130, f. 8"	"1964"
"Fabaceae"	"!"	"Canavalia ensiformis"	"(L.) DC."	"Prodr. 2: 404"	"1825"
"Fabaceae"	"!"	"Canavalia glabra"	"(M. Martens & Galeotti) J.D. Sauer"	"Brittonia 16(2): 130"	"1964"
"Fabaceae"	"!"	"Canavalia hirsutissima"	"J.D. Sauer"	"Brittonia 16(2): 136, f. 11"	"1964"
"Fabaceae"	"!"	"Canavalia matudae"	"J.D. Sauer"	"Brittonia 16(2): 137–138, f. 11"	"1964"
"Fabaceae"	"!"	"Canavalia oxyphylla"	"Standl. & L.O. Williams"	"Ceiba 3(3): 201–202"	"1953"
"Fabaceae"	"!"	"Canavalia rosea"	"(Sw.) DC."	"Prodr. 2: 404"	"1825"
"Fabaceae"	"!"	"Canavalia villosa"	"Benth."	"Comm. Legum. Gen. 71"	"1837"
"Cannaceae"	""	"Canna discolor"	"Lindl."	"Edwards's Bot. Reg. 15: t. 1231"	"1829"
"Cannaceae"	"!"	"Canna glauca"	"L."	"Sp. Pl. 1: 1"	"1753"
"Cannaceae"	"!"	"Canna indica"	"L."	"Sp. Pl. 1: 1"	"1753"
"Cannaceae"	"!!"	"Canna tuerckheimii"	"Kraenzl."	"Pflanzenr. IV. 47(Heft 56): 70"	"1912"
"Lamiaceae"	""	"Cantinoa americana"	"(Aubl.) Harley & J.F.B. Pastore"	"Phytotaxa 58: 9"	"2012"
"Lamiaceae"	""	"Cantinoa mutabilis"	"(Rich.) Harley & J.F.B. Pastore"	"Phytotaxa 58: 10"	"2012"
"Euphorbiaceae"	"!"	"Caperonia castaneifolia"	"(L.) A. St.-Hil."	"Hist. Pl. Remarq. Bresil 3/4: 245"	"1825"
"Euphorbiaceae"	""	"Caperonia palustris"	"(L.) A. St.-Hil."	"Hist. Pl. Remarq. Bresil 3/4: 245"	"1825"
"Capparaceae"	""	"Caphexandra heydeana"	"(Donn. Sm.) Iltis & Cornejo"	"Harvard Pap. Bot. 16(1): 67–68"	"2011"
"Capparaceae"	""	"Capparidastrum discolor"	"(Donn. Sm.) Cornejo & Iltis"	"Harvard Pap. Bot. 13(2): 233–234"	"2008"
"Capparaceae"	""	"Capparidastrum frondosum"	"(Jacq.) Cornejo & Iltis"	"Harvard Pap. Bot. 13(2): 232–233"	"2008"
"Capparaceae"	""	"Capparidastrum mollicellum"	"(Standl.) Cornejo & Iltis"	"Harvard Pap. Bot. 13(2): 234"	"2008"
"Capparaceae"	""	"Capparidastrum quiriguense"	"(Standl.) Cornejo & Iltis"	"Harvard Pap. Bot. 13(2): 234"	"2008"
"Scrophulariaceae"	""	"Capraria biflora"	"L."	"Sp. Pl. 2: 628"	"1753"
"Scrophulariaceae"	"!"	"Capraria frutescens"	"(Mill.) Britten"	"J. Bot. 45: 315"	"1907"
"Solanaceae"	""	"Capsicophysalis potosina"	"(B.L. Rob. & Greenm.) Averett & M. Martínez"	"J. Bot. Res. Inst. Texas 3(1): 72, f. 1–2"	"2009"
"Solanaceae"	""	"Capsicum annuum"	"L."	"Sp. Pl. 1: 188–189"	"1753"
"Solanaceae"	""	"Capsicum frutescens"	"L."	"Sp. Pl. 1: 189"	"1753"
"Solanaceae"	""	"Capsicum lanceolatum"	"(Greenm.) C.V. Morton & Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 22(4): 272"	"1940"
"Solanaceae"	""	"Capsicum rhomboideum"	"(Dunal) Kuntze"	"Revis. Gen. Pl. 2: 450"	"1891"
"Meliaceae"	"!"	"Carapa guianensis"	"Aubl."	"Hist. Pl. Guiane 2(Suppl.): 32, t. 387"	"1775"
"Brassicaceae"	""	"Cardamine balnearia"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(4): 157"	"1944"
"Brassicaceae"	""	"Cardamine bonariensis"	"Pers."	"Syn. Pl. 2(1): 195"	"1807 [1806]"
"Brassicaceae"	""	"Cardamine eremita"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(2): 53–54"	"1944"
"Brassicaceae"	""	"Cardamine fulcrata"	"Greene"	"Pittonia 3(16A): 155"	"1897"
"Brassicaceae"	""	"Cardamine guatemalensis"	"Al-Shehbaz"	"Nordic J. Bot. 30(6): 737–738, f. 1"	"2012"
"Brassicaceae"	""	"Cardamine jejuna"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(2): 54"	"1944"
"Brassicaceae"	"!"	"Cardamine longipedicellata"	"Rollins"	"J. Arnold Arbor. 21(3): 395"	"1940"
"Brassicaceae"	""	"Cardamine ovata"	"Benth."	"Pl. Hartw. 158–159"	"1845"
"Sapindaceae"	""	"Cardiospermum corindum"	"L."	"Sp. Pl. (ed. 2) 1: 526"	"1762"
"Sapindaceae"	""	"Cardiospermum grandiflorum"	"Sw."	"Prodr. 64"	"1788"
"Sapindaceae"	""	"Cardiospermum halicacabum"	"L."	"Sp. Pl. 1: 366–367"	"1753"
"Cyperaceae"	"!!"	"Carex"	"L."	"Sp. Pl. 2: 972"	"1753"
"Cyperaceae"	""	"Carex angustior"	"Mack."	"Fl. Rocky Mts. 124, 1060"	"1917"
"Cyperaceae"	""	"Carex anisostachys"	"Liebm."	"Mexic. Halvgr. 266"	"1850"
"Cyperaceae"	""	"Carex aztecica"	"Mack."	"N. Amer. Fl. 18(4): 229"	"1935"
"Cyperaceae"	""	"Carex bonplandii"	"Kunth"	"Enum. Pl. 2: 380–381"	"1837"
"Cyperaceae"	""	"Carex brunnipes"	"Reznicek"	"Syst. Bot. 11(1): 82–84, f. 16"	"1986"
"Cyperaceae"	""	"Carex caxinensis"	"F.J. Herm."	"Brittonia 23: 146"	"1971"
"Cyperaceae"	"!"	"Carex chordalis"	"Liebm."	"Mexic. Halvgr. 269"	"1850"
"Cyperaceae"	""	"Carex complanata"	"Torr. & Hook."	"Ann. Lyceum Nat. Hist. New York 3: 408"	"1836"
"Cyperaceae"	""	"Carex cortesii"	"Liebm."	"Mexic. Halvgr. 268"	"1850"
"Cyperaceae"	""	"Carex cuchumatanensis"	"Standl. & Steyerm."	"Ceiba 4(1): 62"	"1953"
"Cyperaceae"	""	"Carex donnell-smithii"	"L.H. Bailey"	"Mem. Torrey Bot. Club 1(1): 56–57"	"1889"
"Cyperaceae"	""	"Carex endlichii"	"Kük."	"Repert. Spec. Nov. Regni Veg. 8: 291"	"1910"
"Cyperaceae"	""	"Carex festucacea"	"Schkuhr ex Willd."	"Sp. Pl. 4(1): 242"	"1805"
"Cyperaceae"	""	"Carex geophila"	"Mack."	"Bull. Torrey Bot. Club 40(10): 546–547"	"1913"
"Cyperaceae"	""	"Carex guatemalensis"	"F.J. Herm."	"Brittonia 23(2): 145"	"1971"
