Family	!	Scientific Name	Author	Reference	Date
"Ericaceae"	"!"	"Cavendishia melastomoides"	"(Klotzsch) Benth. & Hook. f. ex Hemsl."	"Biol. Cent.-Amer., Bot. 2(10): 273"	"1881"
"Ericaceae"	""	"Cavendishia morii"	"Luteyn"	"Brittonia 28(4): 401"	"1976 [1977]"
"Ericaceae"	""	"Cavendishia panamensis"	"Luteyn"	"Brittonia 28(1): 47–48"	"1976"
"Ericaceae"	""	"Cavendishia parviflora"	"Luteyn"	"Fl. Ecuador 54: 103"	"1996"
"Ericaceae"	""	"Cavendishia pseudostenophylla"	"Luteyn"	"Brittonia 28(1): 46–47"	"1976"
"Ericaceae"	"!"	"Cavendishia pubescens"	"(Kunth) Hemsl."	"Biol. Cent.-Amer., Bot. 2(10): 273"	"1881"
"Ericaceae"	""	"Cavendishia quercina"	"A.C. Sm."	"Contr. U.S. Natl. Herb. 28(2): 450–451"	"1932"
"Ericaceae"	"!"	"Cavendishia quereme"	"(Kunth) Benth. & Hook. f."	"Gen. Pl. 2: 570"	"1876"
"Ericaceae"	""	"Cavendishia revoluta"	"Luteyn"	"Brittonia 28(1): 44–45"	"1976"
"Ericaceae"	""	"Cavendishia santafeensis"	"Luteyn"	"Brittonia 28(1): 48–49"	"1976"
"Ericaceae"	""	"Cavendishia stenophylla"	"A.C. Sm."	"Ann. Missouri Bot. Gard. 27(3): 327–328"	"1940"
"Ericaceae"	""	"Cavendishia subfasciculata"	"Luteyn"	"Brittonia 28(1): 50–51"	"1976"
"Ericaceae"	""	"Cavendishia tenella"	"A.C. Sm."	"J. Arnold Arbor. 27(1): 106–107"	"1946"
"Cucurbitaceae"	"!!"	"Cayaponia"	"Silva Manso"	"Enum. Subst. Braz. 31–32"	"1836"
"Cucurbitaceae"	""	"Cayaponia attenuata"	"(Hook. & Arn.) Cogn."	"Monogr. Phan. 3: 769–770"	"1881"
"Cucurbitaceae"	""	"Cayaponia buraeavii"	"Cogn."	"Monogr. Phan. 3: 790–791"	"1881"
"Cucurbitaceae"	""	"Cayaponia cruegeri"	"(Naudin) Cogn."	"Monogr. Phan. 3: 778–779"	"1881"
"Cucurbitaceae"	""	"Cayaponia denticulata"	"Killip ex C. Jeffrey"	"Kew Bull. 25(2): 206–207, f. 1"	"1971"
"Cucurbitaceae"	""	"Cayaponia glandulosa"	"(Poepp. & Endl.) Cogn."	"Monogr. Phan. 3: 755–756"	"1881"
"Cucurbitaceae"	""	"Cayaponia granatensis"	"Cogn."	"Monogr. Phan. 3: 794"	"1881"
"Cucurbitaceae"	""	"Cayaponia hammelii"	"Grayum"	"Novon 19(4): 465–468, f. 1"	"2009"
"Cucurbitaceae"	""	"Cayaponia macrocalyx"	"Harms"	"Notizbl. Bot. Gart. Berlin-Dahlem 9(89): 994"	"1926"
"Cucurbitaceae"	""	"Cayaponia micrantha"	"Cogn."	"Bull. Acad. Roy. Sci. Belgique, sér. 2 49: 196"	"1880"
"Cucurbitaceae"	""	"Cayaponia peruviana"	"(Poepp. & Endl.) Cogn."	"Monogr. Phan. 3: 795"	"1881"
"Cucurbitaceae"	"!"	"Cayaponia racemosa"	"(Mill.) Cogn."	"Monogr. Phan. 3: 768"	"1881"
"Cucurbitaceae"	""	"Cayaponia sessiliflora"	"Wunderlin"	"Phytologia 38(3): 220"	"1978"
"Cucurbitaceae"	""	"Cayaponia triangularis"	"(Cogn.) Cogn."	"Monogr. Phan. 3: 774"	"1881"
"Rhamnaceae"	""	"Ceanothus"	"L."	"Sp. Pl. 1: 195"	"1753"
"Rhamnaceae"	""	"Ceanothus caeruleus"	"Lag."	"Gen. Sp. Pl. 11"	"1816"
"Urticaceae"	"!!"	"Cecropia"	"Loefl."	"Iter Hispan. 272"	"1758"
"Urticaceae"	""	"Cecropia angustifolia"	"Trécul"	"Ann. Sci. Nat., Bot., sér. 3, 8: 83"	"1847"
"Urticaceae"	""	"Cecropia garciae"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 22(2): 71"	"1940"
"Urticaceae"	""	"Cecropia heterochroma"	"C.C. Berg & P. Franco"	"Novon 6(3): 246, f. 11"	"1996"
"Urticaceae"	""	"Cecropia hispidissima"	"Cuatrec."	"Revista Acad. Colomb. Ci. Exact. 9(36/37): 325–326"	"1956"
"Urticaceae"	""	"Cecropia insignis"	"Liebm."	"Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd., ser. 5, 2: 318"	"1851"
"Urticaceae"	""	"Cecropia longipes"	"Pittier"	"Contr. U.S. Natl. Herb. 18(6): 227"	"1917"
"Urticaceae"	""	"Cecropia membranacea"	"Trécul"	"Ann. Sci. Nat., Bot., sér. 3, 8: 83–84"	"1847"
"Urticaceae"	""	"Cecropia obtusifolia"	"Bertol."	"Nuovi Ann. Sci. Nat. 3: 141"	"1840"
"Urticaceae"	"!"	"Cecropia peltata"	"L."	"Syst. Nat. (ed. 10) 2: 1286"	"1759"
"Urticaceae"	""	"Cecropia polyphlebia"	"Donn. Sm."	"Bot. Gaz. 27(6): 442"	"1899"
"Urticaceae"	""	"Cecropia reticulata"	"Cuatrec."	"Revista Acad. Colomb. Ci. Exact. 6(22/23): 279–280"	"1945"
"Urticaceae"	""	"Cecropia telenitida"	"Cuatrec."	"Revista Acad. Colomb. Ci. Exact. 6(22/23): 295, t. 1, f. 1"	"1945"
"Urticaceae"	""	"Cecropia virgusa"	"Cuatrec."	"Revista Acad. Colomb. Ci. Exact. 6(22/23): 286"	"1945"
"Meliaceae"	"!"	"Cedrela"	"P. Browne"	"Civ. Nat. Hist. Jamaica 158, pl. 10, f. 1"	"1756"
"Meliaceae"	""	"Cedrela angustifolia"	"Sessé & Moc. ex DC."	"Prodr. 1: 624"	"1824"
"Meliaceae"	""	"Cedrela fissilis"	"Vell."	"Fl. Flumin. 75"	"1825 [1829]"
"Meliaceae"	""	"Cedrela ngobe"	"Köcke, T.D. Penn. & Muellner"	"Edinburgh J. Bot. 72(2): 226–232, f. 1A–F, 2A, B"	"2015"
"Meliaceae"	"!"	"Cedrela odorata"	"L."	"Syst. Nat. (ed. 10) 2: 940"	"1759"
"Meliaceae"	""	"Cedrela tonduzii"	"C. DC."	"Bull. Herb. Boissier, sér. 2, 5(5): 427"	"1905"
"Malvaceae"	""	"Ceiba pentandra"	"(L.) Gaertn."	"Fruct. Sem. Pl. 2(2): 244, pl. 133, f. 1"	"1791"
"Celastraceae"	""	"Celastrus liebmannii"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 8(5): 316–317"	"1931"
"Celastraceae"	""	"Celastrus panamensis"	"Lundell"	"Contr. Univ. Michigan Herb. 6: 40"	"1941"
"Amaranthaceae"	""	"Celosia grandifolia"	"Moq."	"Prodr. 13(2): 238–239"	"1849"
"Cannabaceae"	""	"Celtis iguanaea"	"(Jacq.) Sarg."	"Silva 7: 64"	"1895"
"Cannabaceae"	""	"Celtis schippii"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 12: 409"	"1936"
"Poaceae"	""	"Cenchrus"	"L."	"Sp. Pl. 2: 1049"	"1753"
"Poaceae"	""	"Cenchrus bambusiformis"	"(E. Fourn.) Morrone"	"Ann. Bot. (Oxford), n.s. 106: 127"	"2010"
"Poaceae"	""	"Cenchrus brownii"	"Roem. & Schult."	"Syst. Veg. (ed. 15 bis) 2: 258"	"1817"
"Poaceae"	""	"Cenchrus complanatus"	"(Nees) Morrone"	"Ann. Bot. (Oxford), n.s. 106: 127"	"2010"
"Poaceae"	"!"	"Cenchrus echinatus"	"L."	"Sp. Pl. 2: 1050"	"1753"
"Poaceae"	"!"	"Cenchrus incertus"	"M.A. Curtis"	"Boston J. Nat. Hist. 1(2): 135–136"	"1835"
"Poaceae"	""	"Cenchrus polystachios"	"(L.) Morrone"	"Ann. Bot. (Oxford), n.s. 106: 129"	"2010"
"Melastomataceae"	""	"Centradenia inaequilateralis"	"(Schltdl. & Cham.) G. Don"	"Gen. Hist. 2: 765–766"	"1832"
"Melastomataceae"	""	"Centradenia paradoxa"	"(Kraenzl.) Almeda"	"J. Arnold Arbor. 58(2): 93, f. 6"	"1977"
"Asteraceae"	"!"	"Centratherum"	"Cass."	"Bull. Sci. Soc. Philom. Paris 1817: 31"	"1817"
"Asteraceae"	""	"Centratherum punctatum"	"Cass."	"Dict. Sci. Nat. (ed. 2) 7: 384"	"1817"
"Fabaceae"	"!"	"Centrolobium ochroxylum"	"Rose ex Rudd"	"J. Wash. Acad. Sci. 44(9): 287, f. 2"	"1954"
"Fabaceae"	"!"	"Centrolobium paraense"	"Tul."	"Arch. Mus. Hist. Nat. 4: 87–89"	"1844"
"Fabaceae"	"!"	"Centrolobium yavizanum"	"Pittier"	"J. Wash. Acad. Sci. 5(13): 469–470"	"1915"
"Campanulaceae"	""	"Centropogon"	"C. Presl"	"Prodr. Monogr. Lobel. 48"	"1836"
"Campanulaceae"	""	"Centropogon coccineus"	"(Hook.) Regel ex B.D. Jacks."	"Index Kew. 1: 479"	"1895 [1893]"
"Campanulaceae"	""	"Centropogon congestus"	"Gleason"	"Bull. Torrey Bot. Club 52(2): 52–53"	"1925"
"Campanulaceae"	"!"	"Centropogon cornutus"	"(L.) Druce"	"Bot. Exch. Club Soc. Brit. Isles 3(5): 416"	"1914"
"Campanulaceae"	""	"Centropogon costaricae"	"(Vatke) McVaugh"	"N. Amer. Fl. 32A(1): 121"	"1942 [1943]"
"Campanulaceae"	""	"Centropogon darienensis"	"Wilbur"	"Ann. Missouri Bot. Gard. 63(3): 620"	"1976 [1977]"
"Campanulaceae"	"!"	"Centropogon ferrugineus"	"(L. f.) Gleason"	"Bull. Torrey Bot. Club 52(1): 11"	"1925"
"Campanulaceae"	""	"Centropogon floricomus"	"McVaugh"	"J. Wash. Acad. Sci. 39(5): 160–161"	"1949"
"Campanulaceae"	"!"	"Centropogon grandidentatus"	"(Schltdl.) Zahlbr."	"Ann. K. K. Naturhist. Hofmus. 6(3–4): 439"	"1891"
"Campanulaceae"	""	"Centropogon granulosus"	"C. Presl"	"Prodr. Monogr. Lobel. 49"	"1836"
"Campanulaceae"	""	"Centropogon gutierrezii"	"(Planch. & Oerst.) E. Wimm."	"Repert. Spec. Nov. Regni Veg. 22(618/626): 202"	"1926"
"Campanulaceae"	""	"Centropogon leucocarpus"	"McVaugh"	"J. Wash. Acad. Sci. 39(5): 161–162"	"1949"
"Campanulaceae"	""	"Centropogon luteynii"	"Wilbur"	"Ann. Missouri Bot. Gard. 63(3): 627"	"1976 [1977]"
"Campanulaceae"	""	"Centropogon smithii"	"E. Wimm."	"Ann. Naturhist. Mus. Wien 46: 240–241"	"1933"
"Campanulaceae"	""	"Centropogon solanifolius"	"Benth."	"Pl. Hartw. 139"	"1844 [1845]"
"Campanulaceae"	""	"Centropogon talamancensis"	"Wilbur"	"Brittonia 21(4): 355–357"	"1969 [1970]"
"Campanulaceae"	""	"Centropogon tortilis"	"E. Wimm."	"Repert. Spec. Nov. Regni Veg. 22(618/626): 217–218"	"1926"
"Campanulaceae"	""	"Centropogon valerii"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 18(4): 1413"	"1938"
"Fabaceae"	"!!"	"Centrosema"	"(DC.) Benth."	"Comm. Legum. Gen. 53"	"1837"
"Fabaceae"	"!"	"Centrosema angustifolium"	"(Kunth) Benth."	"Comm. Legum. Gen. 54"	"1837"
"Fabaceae"	"!"	"Centrosema arenarium"	"Benth."	"Comm. Legum. Gen. 55"	"1837"
"Fabaceae"	"!"	"Centrosema brasilianum"	"(L.) Benth."	"Comm. Legum. Gen. 54"	"1837"
"Fabaceae"	"!"	"Centrosema macrocarpum"	"Benth."	"Ann. Nat. Hist. 3: 436"	"1839"
"Fabaceae"	""	"Centrosema molle"	"Mart. ex Benth."	"Comm. Legum. Gen. 55–56"	"1837"
"Fabaceae"	"!"	"Centrosema pascuorum"	"Mart. ex Benth."	"Comm. Legum. Gen. 56"	"1837"
"Fabaceae"	"!"	"Centrosema plumieri"	"(Turpin ex Pers.) Benth."	"Comm. Legum. Gen. 54"	"1837"
"Fabaceae"	"!"	"Centrosema pubescens"	"Benth."	"Comm. Legum. Gen. 55"	"1837"
"Fabaceae"	"!"	"Centrosema sagittatum"	"(Humb. & Bonpl. ex Willd.) Brandegee"	"Zoë 5(10B): 202"	"1905"
"Fabaceae"	"!"	"Centrosema tapirapoanense"	"Hoehne"	"Relat. Commiss. Linhas. Telegr. Estrateg. Matto Grosso Amazonas 74(12): 25–26, t. 191"	"1922"
"Fabaceae"	"!"	"Centrosema vexillatum"	"Benth."	"Ann. Nat. Hist. 3: 435"	"1839"
"Fabaceae"	"!"	"Centrosema virginianum"	"(L.) Benth."	"Comm. Legum. Gen. 56"	"1837"
"Gesneriaceae"	""	"Centrosolenia lineata"	"C.V. Morton"	"Ann. Missouri Bot. Gard. 29(1): 41–42"	"1942"
"Rubiaceae"	"!!"	"Cephaelis"	"Sw."	"Prodr. 3, 45"	"1788"
"Nyctaginaceae"	""	"Cephalotomandra"	"H. Karst. & Triana"	"Nuev. Jen. Esp. 23"	"1854 [1855]"
"Nyctaginaceae"	"!"	"Cephalotomandra fragrans"	"H. Karst. & Triana"	"Nuev. Jen. Esp. 24"	"1854"
"Polypodiaceae"	"!"	"Ceradenia"	"L.E. Bishop"	"Amer. Fern J. 78(1): 2"	"1988"
"Polypodiaceae"	""	"Ceradenia aulaeifolia"	"L.E. Bishop ex A.R. Sm."	"Novon 3(2): 182, f. 1A–H"	"1993"
"Polypodiaceae"	""	"Ceradenia fucoides"	"(Christ) L.E. Bishop"	"Amer. Fern J. 78(1): 4"	"1988"
"Polypodiaceae"	""	"Ceradenia jungermannioides"	"(Klotzsch) L.E. Bishop"	"Amer. Fern J. 78(1): 4"	"1988"
"Polypodiaceae"	""	"Ceradenia kalbreyeri"	"(Baker) L.E. Bishop"	"Amer. Fern J. 78(1): 5"	"1988"
"Polypodiaceae"	""	"Ceradenia phloiocharis"	"L.E. Bishop"	"Amer. Fern J. 79(1): 19, f. 2A"	"1989"
"Polypodiaceae"	""	"Ceradenia podocarpa"	"(Maxon) L.E. Bishop"	"Amer. Fern J. 78(1): 5"	"1988"
"Polypodiaceae"	""	"Ceradenia pruinosa"	"(Maxon) L.E. Bishop"	"Amer. Fern J. 78(1): 5"	"1988"
"Polypodiaceae"	""	"Ceradenia spixiana"	"(Mart. ex Mett.) L.E. Bishop"	"Amer. Fern J. 78(1): 5"	"1988"
"Caryophyllaceae"	""	"Cerastium triviale"	"Link"	"Enum. Pl. Hort. Berol. Alt. 1: 433"	"1821"
"Ceratophyllaceae"	""	"Ceratophyllum"	"L."	"Sp. Pl. 2: 992"	"1753"
"Ceratophyllaceae"	"!"	"Ceratophyllum demersum"	"L."	"Sp. Pl. 2: 992"	"1753"
"Pteridaceae"	"!"	"Ceratopteris"	"Brongn."	"Bull. Sci. Soc. Philom. Paris 1821: 186"	"1822"
"Pteridaceae"	""	"Ceratopteris deltoidea"	"Benedict"	"Bull. Torrey Bot. Club 36: 472"	"1909"
"Pteridaceae"	"!"	"Ceratopteris pteridoides"	"(Hook.) Hieron."	"Bot. Jahrb. Syst. 34(5): 561"	"1905"
"Pteridaceae"	"!"	"Ceratopteris thalictroides"	"(L.) Brongn."	"Bull. Sci. Soc. Philom. Paris 8: 186"	"1821"
"Cactaceae"	""	"Cereus"	"Mill."	"Gard. Dict. Abr. (ed. 4) 1:"	"1754"
"Ochnaceae"	"!"	"Cespedesia spathulata"	"(Ruiz & Pav.) Planch."	"London J. Bot. 5: 647"	"1846"
"Solanaceae"	""	"Cestrum"	"L."	"Sp. Pl. 1: 191"	"1753"
"Solanaceae"	"!"	"Cestrum acuminatum"	"Francey"	"Candollea 6: 348–349"	"1935"
"Solanaceae"	""	"Cestrum alternifolium"	"(Jacq.) O.E. Schulz"	"Symb. Antill. 6: 270–272"	"1909"
"Solanaceae"	""	"Cestrum amistadense"	"A.K. Monro"	"PhytoKeys 8: 51–55, f. 1A–D, 2A–C"	"2012"
"Solanaceae"	"!"	"Cestrum aurantiacum"	"Lindl."	"Edwards's Bot. Reg. 30(Misc.): 71"	"1844"
"Solanaceae"	""	"Cestrum chiriquianum"	"Francey"	"Candollea 6: 96–97"	"1935"
"Solanaceae"	""	"Cestrum costaricense"	"Francey"	"Candollea 6: 369–370"	"1935"
"Solanaceae"	""	"Cestrum cristinae"	"D.A. Soto"	"Brenesia 67: 25–28, f. 1"	"2007"
"Solanaceae"	""	"Cestrum darienense"	"A.K. Monro"	"PhytoKeys 8: 59–62, f. 4A–D"	"2012"
"Solanaceae"	""	"Cestrum endresii"	"Francey"	"Candollea 6: 281–282"	"1935"
"Solanaceae"	""	"Cestrum fragile"	"Francey"	"Candollea 7: 27–28"	"1936"
"Solanaceae"	""	"Cestrum gilliae"	"A.K. Monro"	"PhytoKeys 8: 62–65, f. 5A–D"	"2012"
"Solanaceae"	""	"Cestrum glanduliferum"	"Kerber ex Francey"	"Candollea 6: 386–388"	"1935"
"Solanaceae"	""	"Cestrum gracile"	"Francey"	"Candollea 6: 366–367"	"1935"
"Solanaceae"	""	"Cestrum haberi"	"A.K. Monro"	"PhytoKeys 8: 65–69, f. 6A–D"	"2012"
"Solanaceae"	""	"Cestrum irazuense"	"Kuntze"	"Revis. Gen. Pl. 2: 450–451"	"1891"
"Solanaceae"	""	"Cestrum johnniegentryanum"	"D'Arcy"	"Ann. Missouri Bot. Gard. 60(3): 601"	"1973 [1974]"
"Solanaceae"	""	"Cestrum knappiae"	"A.K. Monro"	"PhytoKeys 8: 69–73, f. 7A–D"	"2012"
"Solanaceae"	""	"Cestrum langeanum"	"D'Arcy"	"Ann. Missouri Bot. Gard. 60(3): 603"	"1973 [1974]"
"Solanaceae"	"!"	"Cestrum latifolium"	"Lam."	"Tabl. Encycl. 2: 5"	"1794"
"Solanaceae"	""	"Cestrum lentii"	"A.K. Monro"	"PhytoKeys 8: 73–76, f. 8A–D"	"2012"
"Solanaceae"	"!"	"Cestrum macrophyllum"	"Vent."	"Choix Pl. t. 18"	"1803"
"Solanaceae"	""	"Cestrum mariquitense"	"Kunth"	"Nov. Gen. Sp. (quarto ed.) 3: 57"	"1818"
"Solanaceae"	""	"Cestrum megalophyllum"	"Dunal"	"Prodr. 13(1): 638–639"	"1852"
"Solanaceae"	""	"Cestrum microcalyx"	"Francey"	"Candollea 6: 301–302"	"1935"
"Solanaceae"	"!"	"Cestrum nocturnum"	"L."	"Sp. Pl. 1: 191"	"1753"
"Solanaceae"	""	"Cestrum poasanum"	"Donn. Sm."	"Bot. Gaz. 33(4): 253–254"	"1902"
"Solanaceae"	"!"	"Cestrum racemosum"	"Ruiz & Pav."	"Fl. Peruv. 2: 29, t. 154, f. b"	"1799"
"Solanaceae"	""	"Cestrum reflexum"	"Sendtn."	"Fl. Bras. 10: 218"	"1846"
"Solanaceae"	"!"	"Cestrum rugulosum"	"Francey"	"Candollea 7: 78–79"	"1936"
"Solanaceae"	"!"	"Cestrum scandens"	"Vahl"	"Eclog. Amer. 1: 24–25"	"1797"
"Solanaceae"	"!"	"Cestrum schlechtendalii"	"G. Don"	"Gen. Hist. 4: 482–483"	"1838"
"Solanaceae"	""	"Cestrum standleyi"	"Francey"	"Candollea 6: 249–250"	"1935"
"Solanaceae"	""	"Cestrum strigilatum"	"Ruiz & Pav."	"Fl. Peruv. 2: 29, t. 156, f. b"	"1799"
"Solanaceae"	""	"Cestrum talamancaense"	"A.K. Monro"	"PhytoKeys 8: 76–80, f. 9A–D, 10A"	"2012"
"Solanaceae"	"!"	"Cestrum tomentosum"	"L. f."	"Suppl. Pl. 150"	"1781 [1782]"
"Poaceae"	""	"Chaetium"	"Nees"	"Fl. Bras. Enum. Pl. 2(1): 269–270"	"1829"
"Poaceae"	""	"Chaetium bromoides"	"(J. Presl) Benth. ex Hemsl."	"Biol. Cent.-Amer., Bot. 3: 503"	"1885"
"Fabaceae"	"!"	"Chaetocalyx latisiliquus"	"(Poir.) Benth. ex Hemsl."	"Biol. Cent.-Amer., Bot. 1: 268"	"1879"
"Acanthaceae"	""	"Chaetochlamys"	"Lindau"	"Bull. Herb. Boissier 3: 490"	"1895"
"Acanthaceae"	""	"Chaetothylax leucanthus"	"Leonard"	"Contr. U.S. Natl. Herb. 31(3): 663–665, f. 245"	"1958"
"Fabaceae"	"!"	"Chamaecrista"	"(L.) Moench"	"Methodus 272"	"1794"
"Fabaceae"	"!"	"Chamaecrista desvauxii"	"(Collad.) Killip"	"Brittonia 3(2): 165"	"1939"
"Fabaceae"	"!"	"Chamaecrista diphylla"	"(L.) Greene"	"Pittonia 4(20D): 28"	"1899"
"Fabaceae"	"!"	"Chamaecrista fagonioides"	"(Vogel) H.S. Irwin & Barneby"	"Mem. New York Bot. Gard. 35: 661"	"1982"
"Fabaceae"	"!"	"Chamaecrista flexuosa"	"(L.) Greene"	"Pittonia 4(20D): 27"	"1899"
"Fabaceae"	"!"	"Chamaecrista glandulosa"	"(L.) Greene"	"Pittonia 4(20D): 28"	"1899"
"Fabaceae"	"!"	"Chamaecrista hispidula"	"(Vahl) H.S. Irwin & Barneby"	"Mem. New York Bot. Gard. 35: 661"	"1982"
"Fabaceae"	"!"	"Chamaecrista kunthiana"	"(Schltdl. & Cham.) H.S. Irwin & Barneby"	"Mem. New York Bot. Gard. 35: 724"	"1982"
"Fabaceae"	"!"	"Chamaecrista nictitans"	"(L.) Moench"	"Methodus 272"	"1794"
"Fabaceae"	"!"	"Chamaecrista rotundifolia"	"(Pers.) Greene"	"Pittonia 4(20D): 31"	"1899"
"Fabaceae"	"!"	"Chamaecrista serpens"	"(L.) Greene"	"Pittonia 4(20D): 29"	"1899"
"Fabaceae"	""	"Chamaecrista tagera"	"(L.) Standl."	"Contr. U.S. Natl. Herb. 18(3): 104"	"1916"
"Fabaceae"	"!"	"Chamaecrista zygophylloides"	"(Taub.) H.S. Irwin & Barneby"	"Mem. New York Bot. Gard. 35: 660"	"1982"
"Arecaceae"	"!!"	"Chamaedorea"	"Willd."	"Sp. Pl. 4(2): 638, 800"	"1806"
"Arecaceae"	""	"Chamaedorea allenii"	"L.H. Bailey"	"Gentes Herbarum 6(4): 241, f. 126"	"1943"
"Arecaceae"	""	"Chamaedorea amabilis"	"H. Wendl. ex Dammer"	"Gard. Chron., ser. 3 36: 245"	"1904"
"Arecaceae"	""	"Chamaedorea anemophila"	"Hodel"	"Principes 39(1): 14, f. 1–4"	"1995"
"Arecaceae"	""	"Chamaedorea arenbergiana"	"H. Wendl."	"Index Palm. 11, 66–67"	"1854"
"Arecaceae"	""	"Chamaedorea brachyclada"	"H. Wendl."	"Gartenflora 29: 101–102"	"1880"
"Arecaceae"	"!"	"Chamaedorea concolor"	"Mart."	"Hist. Nat. Palm. 3(7): 160"	"1838"
"Arecaceae"	""	"Chamaedorea correae"	"Hodel & N.W. Uhl"	"Principes 34(3): 125–126, f. 6–7"	"1990"
"Arecaceae"	"!"	"Chamaedorea costaricana"	"Oerst."	"Vidensk. Meddel. Dansk Naturhist. Foren. Kjøbenhavn 1858(1–4): 19"	"1859"
"Arecaceae"	""	"Chamaedorea dammeriana"	"Burret"	"Notizbl. Bot. Gart. Berlin-Dahlem 11(107): 737–738"	"1933"
"Arecaceae"	""	"Chamaedorea deckeriana"	"(Klotzsch) Hemsl."	"Biol. Cent.-Amer., Bot. 3(18): 404"	"1885"
"Arecaceae"	""	"Chamaedorea deneversiana"	"Grayum & Hodel"	"Principes 35: 133, f. 1, 2"	"1991"
"Arecaceae"	""	"Chamaedorea flavovirens"	"H. Wendl."	"Index Palm. 12, 60"	"1854"
"Arecaceae"	""	"Chamaedorea geonomiformis"	"H. Wendl."	"Allg. Gartenzeitung 20(1): 1–3"	"1852"
"Arecaceae"	""	"Chamaedorea guntheriana"	"Hodel & N.W. Uhl"	"Principes 34(3): 126–128, f. 8–9, 11"	"1990"
"Arecaceae"	""	"Chamaedorea lanceolata"	"(Ruiz & Pav.) Kunth"	"Enum. Pl. 3: 172"	"1841"
"Arecaceae"	""	"Chamaedorea lucidifrons"	"L.H. Bailey"	"Gentes Herbarum 6(4): 244, f. 127"	"1943"
"Arecaceae"	""	"Chamaedorea macrospadix"	"Oerst."	"Vidensk. Meddel. Dansk Naturhist. Foren. Kjøbenhavn 1858(1–4): 20"	"1859"
"Arecaceae"	"!"	"Chamaedorea matae"	"Hodel"	"Principes 35: 75"	"1991"
"Arecaceae"	""	"Chamaedorea microphylla"	"H. Wendl."	"Bot. Zeitung (Berlin) 17(11): 102–103"	"1859"
"Arecaceae"	"!"	"Chamaedorea oblongata"	"Mart."	"Hist. Nat. Palm. 3(7): 160"	"1838"
"Arecaceae"	""	"Chamaedorea pacaya"	"Oerst."	"Vidensk. Meddel. Dansk Naturhist. Foren. Kjøbenhavn 1858(1–4): 12–13"	"1859"
"Arecaceae"	""	"Chamaedorea palmeriana"	"Hodel & N.W. Uhl"	"Principes 34(3): 122–125, f. 4–5"	"1990"
"Arecaceae"	"!"	"Chamaedorea pinnatifrons"	"(Jacq.) Oerst."	"Vidensk. Meddel. Dansk Naturhist. Foren. Kjøbenhavn 1858(1–4): 14"	"1859"
"Arecaceae"	""	"Chamaedorea pittieri"	"L.H. Bailey"	"Gentes Herbarum 6(4): 252, f. 132"	"1943"
"Arecaceae"	""	"Chamaedorea ponderosa"	"Hodel"	"Novon 7(1): 35–36"	"1997"
"Arecaceae"	""	"Chamaedorea pumila"	"H. Wendl. ex Dammer"	"Gard. Chron., ser. 3 36: 246"	"1904"
"Arecaceae"	""	"Chamaedorea pygmaea"	"H. Wendl."	"Allg. Gartenzeitung 20(28): 217–218, 249"	"1852"
"Arecaceae"	""	"Chamaedorea recurvata"	"Hodel"	"Principes 39(1): 16, f. 5–6"	"1995"
"Arecaceae"	""	"Chamaedorea robertii"	"Hodel & N.W. Uhl"	"Principes 34(3): 120–122, f. 1–3"	"1990"
"Arecaceae"	""	"Chamaedorea rossteniorum"	"Hodel, G. Herrera & Cascante"	"Palm J. 137: 34–40, f. 3–6"	"1997"
"Arecaceae"	""	"Chamaedorea scheryi"	"L.H. Bailey"	"Gentes Herbarum 6(4): 252, f. 133"	"1943"
"Arecaceae"	"!"	"Chamaedorea serpens"	"Hodel"	"Principes 35: 77"	"1991"
"Arecaceae"	""	"Chamaedorea stenocarpa"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(5): 206"	"1947"
"Arecaceae"	""	"Chamaedorea stricta"	"Standl. & Steyerm."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(5): 207"	"1947"
"Arecaceae"	""	"Chamaedorea subjectifolia"	"Hodel"	"Principes 39(1): 18, f. 7–8"	"1995"
"Arecaceae"	"!"	"Chamaedorea tepejilote"	"Liebm."	"Hist. Nat. Palm. 3(9): 308"	"1849"
"Arecaceae"	"!"	"Chamaedorea verecunda"	"Grayum & Hodel"	"Principes 35: 135, f. 3, 4"	"1991"
"Arecaceae"	"!"	"Chamaedorea warscewiczii"	"H. Wendl."	"Bonplandia (Hannover) 10(3): 37–38"	"1862"
"Arecaceae"	""	"Chamaedorea woodsoniana"	"L.H. Bailey"	"Gentes Herbarum 6(4): 238, f. 124"	"1943"
