Family	!	Scientific Name	Author	Reference	Date
"Anacardiaceae"	""	"Rhus hartmanii"	"F.A. Barkley"	"Ann. Missouri Bot. Gard. 24(4): 344, t. 18, f. 11"	"1937"
"Anacardiaceae"	""	"Rhus integrifolia"	"(Nutt.) Benth. & Hook. f. ex W.H. Brewer & S. Watson"	"Bot. California 1: 110"	"1876 [1879]"
"Anacardiaceae"	""	"Rhus jaliscana"	"Standl."	"Contr. U.S. Natl. Herb. 20(6): 219"	"1919"
"Anacardiaceae"	""	"Rhus kearneyi"	"F.A. Barkley"	"Ann. Missouri Bot. Gard. 24(3): 363–365, f. 13, 15"	"1937"
"Anacardiaceae"	""	"Rhus lanceolata"	"(A. Gray) Britton"	"N. Amer. Trees 606"	"1908"
"Anacardiaceae"	""	"Rhus laurina"	"Nutt."	"Fl. N. Amer. 1(2): 219"	"1838"
"Anacardiaceae"	""	"Rhus lentii"	"Kellogg"	"Proc. Calif. Acad. Sci. 2: 16"	"1863"
"Anacardiaceae"	""	"Rhus microphylla"	"Engelm."	"Smithsonian Contr. Knowl. 3(5): 31"	"1852"
"Anacardiaceae"	"!"	"Rhus mollis"	"Jacq."	"Fragm. Bot. t. 115"	"1809"
"Anacardiaceae"	""	"Rhus muelleri"	"Standl. & F.A. Barkley"	"Ann. Missouri Bot. Gard. 24(4): 359, t. 19, f.1"	"1937"
"Anacardiaceae"	""	"Rhus nelsonii"	"F.A. Barkley"	"Ann. Missouri Bot. Gard. 24(4): 375, t. 22, f. 1"	"1937"
"Anacardiaceae"	""	"Rhus oaxacana"	"Loes."	"Bull. Herb. Boissier, sér. 2, 6: 834"	"1906"
"Anacardiaceae"	""	"Rhus ovata"	"S. Watson"	"Proc. Amer. Acad. Arts 20: 358–359"	"1885"
"Anacardiaceae"	""	"Rhus pachyrrhachis"	"Hemsl."	"Biol. Cent.-Amer., Bot. 1(3): 218"	"1879"
"Anacardiaceae"	""	"Rhus radicans"	"L."	"Sp. Pl. 1: 266"	"1753"
"Anacardiaceae"	""	"Rhus schiedeana"	"Schltdl."	"Linnaea 16: 480–482"	"1842"
"Anacardiaceae"	""	"Rhus standleyi"	"F.A. Barkley"	"Ann. Missouri Bot. Gard. 24(4): 358"	"1937"
"Anacardiaceae"	"!"	"Rhus striata"	"Ruiz & Pav."	"Fl. Peruv. 3: 29, t. 252, f. a"	"1802"
"Anacardiaceae"	""	"Rhus tepetate"	"Standl. & F.A. Barkley"	"Ann. Missouri Bot. Gard. 24(4): 382, f. 18, t. 22, f. 2"	"1937"
"Anacardiaceae"	""	"Rhus terebinthifolia"	"Schltdl. & Cham."	"Linnaea 5: 600–601"	"1830"
"Anacardiaceae"	""	"Rhus terebinthifolia var. barclayi"	"Hemsl."	"Biol. Cent.-Amer., Bot. 1(3): 219"	"1879"
"Anacardiaceae"	""	"Rhus trilobata"	"Nutt."	"Fl. N. Amer. 1(2): 219"	"1838"
"Anacardiaceae"	""	"Rhus vestita"	"Loes."	"Bull. Herb. Boissier, sér. 2, 6(10): 835"	"1906"
"Anacardiaceae"	""	"Rhus virens"	"Lindh. ex A. Gray"	"Boston J. Nat. Hist. 6(2): 159"	"1850"
"Anacardiaceae"	""	"Rhus virens var. choriophylla"	"(Wooton & Standl.) L.D. Benson"	"Trees & Shrubs Southw. Deserts 143"	"1981"
"Melastomataceae"	"!"	"Rhynchanthera"	"DC."	"Prodr. 3: 106–107"	"1828"
"Melastomataceae"	""	"Rhynchanthera grandiflora"	"(Aubl.) DC."	"Prodr. 3: 107"	"1828"
"Melastomataceae"	""	"Rhynchanthera mexicana"	"DC."	"Prodr. 3: 108"	"1828"
"Gesneriaceae"	"!"	"Rhynchoglossum"	"Blume"	"Bijdr. Fl. Ned. Ind. 741"	"1826"
"Gesneriaceae"	""	"Rhynchoglossum azureum"	"(Schltdl.) B.L. Burtt"	"Notes Roy. Bot. Gard. Edinburgh 24(2): 168"	"1962"
"Orchidaceae"	""	"Rhyncholaelia"	"Schltr."	"Beih. Bot. Centralbl., Abt. 2 36(3): 477"	"1918"
"Orchidaceae"	""	"Rhyncholaelia digbyana"	"(Lindl.) Schltr."	"Beih. Bot. Centralbl., Abt. 2 36(3): 477"	"1918"
